,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Shrooms,Nicotine,Semer,VSA
1502,35-44,Female,Professional certificate/ diploma,USA,White,52.0,19.0,48.0,51.0,36.0,-0.21712,-0.21575,CL5,CL1,CL0,CL0,CL6,CL6,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL0
1503,45-54,Female,Doctorate degree,UK,White,36.0,50.0,53.0,47.0,54.0,-0.21712,-0.52593,CL6,CL0,CL0,CL0,CL4,CL1,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL0
1504,18-24,Female,Left school at 16 years ,UK,White,59.0,21.0,53.0,38.0,25.0,-0.21712,-0.84637,CL4,CL0,CL0,CL6,CL6,CL0,CL5,CL2,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL4,CL0,CL0
1505,18-24,Female,University degree,UK,White,46.0,35.0,52.0,31.0,39.0,0.19268,0.40148,CL6,CL0,CL3,CL3,CL6,CL3,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1506,25-34,Female,Professional certificate/ diploma,USA,White,43.0,31.0,51.0,47.0,42.0,0.52975,0.7654,CL5,CL1,CL1,CL4,CL5,CL6,CL5,CL2,CL1,CL2,CL0,CL0,CL2,CL1,CL0,CL2,CL2,CL0,CL1
1507,25-34,Male,"Some college or university, no certificate or degree",USA,White,45.0,24.0,45.0,40.0,35.0,-1.37983,-0.84637,CL0,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL0
1508,18-24,Male,University degree,USA,White,43.0,34.0,56.0,44.0,32.0,-0.21712,-0.52593,CL5,CL5,CL0,CL3,CL6,CL6,CL6,CL5,CL0,CL3,CL0,CL0,CL4,CL3,CL0,CL2,CL6,CL0,CL0
1509,18-24,Male,Left school before 16 years,USA,White,56.0,35.0,48.0,39.0,41.0,-1.37983,-0.84637,CL6,CL0,CL0,CL3,CL4,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL2,CL0,CL3,CL4,CL3,CL0,CL0
1510,18-24,Male,"Some college or university, no certificate or degree",USA,Mixed-White/Asian,34.0,36.0,40.0,39.0,38.0,-0.21712,-2.07848,CL3,CL0,CL0,CL2,CL6,CL6,CL3,CL2,CL2,CL2,CL0,CL0,CL2,CL2,CL2,CL2,CL6,CL0,CL2
1511,25-34,Male,Left school at 18 years ,USA,White,48.0,22.0,48.0,41.0,27.0,0.19268,-0.52593,CL3,CL2,CL0,CL4,CL6,CL2,CL6,CL2,CL2,CL2,CL4,CL0,CL2,CL2,CL6,CL2,CL6,CL0,CL0
1512,18-24,Male,"Some college or university, no certificate or degree",USA,White,46.0,37.0,46.0,34.0,33.0,1.86203,1.2247,CL6,CL5,CL0,CL6,CL6,CL4,CL6,CL4,CL0,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL5,CL0,CL2
1513,18-24,Male,Left school at 18 years ,USA,White,28.0,52.0,56.0,36.0,39.0,1.86203,1.92173,CL5,CL4,CL0,CL2,CL6,CL6,CL5,CL0,CL0,CL4,CL0,CL0,CL4,CL6,CL3,CL3,CL6,CL0,CL3
1514,45-54,Male,Doctorate degree,USA,White,42.0,30.0,55.0,37.0,38.0,1.86203,0.7654,CL5,CL3,CL1,CL2,CL6,CL3,CL6,CL3,CL0,CL1,CL0,CL0,CL0,CL1,CL2,CL1,CL5,CL0,CL0
1515,18-24,Male,Professional certificate/ diploma,USA,White,36.0,28.0,57.0,37.0,43.0,0.19268,0.40148,CL6,CL0,CL0,CL3,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL3,CL0,CL3,CL0,CL2
1516,18-24,Male,"Some college or university, no certificate or degree",USA,White,33.0,34.0,37.0,34.0,27.0,-0.71126,0.07987,CL0,CL2,CL3,CL2,CL3,CL4,CL1,CL3,CL2,CL1,CL2,CL1,CL2,CL1,CL2,CL4,CL2,CL3,CL1
1517,18-24,Male,"Some college or university, no certificate or degree",Other,White,49.0,38.0,45.0,42.0,32.0,0.19268,-0.21575,CL5,CL3,CL2,CL2,CL6,CL2,CL6,CL5,CL0,CL4,CL0,CL2,CL2,CL0,CL0,CL2,CL6,CL0,CL2
1518,18-24,Male,Professional certificate/ diploma,USA,White,49.0,28.0,53.0,37.0,31.0,1.29221,0.7654,CL5,CL5,CL0,CL4,CL5,CL6,CL6,CL2,CL0,CL4,CL0,CL3,CL5,CL5,CL2,CL5,CL6,CL0,CL0
1519,25-34,Male,Professional certificate/ diploma,USA,White,35.0,19.0,54.0,52.0,45.0,-1.37983,-2.07848,CL3,CL6,CL3,CL5,CL6,CL3,CL3,CL5,CL0,CL5,CL0,CL5,CL5,CL5,CL5,CL4,CL6,CL0,CL0
1520,18-24,Male,"Some college or university, no certificate or degree",USA,White,44.0,53.0,57.0,44.0,37.0,1.86203,1.92173,CL4,CL6,CL3,CL4,CL6,CL3,CL6,CL3,CL0,CL3,CL2,CL0,CL5,CL5,CL3,CL5,CL6,CL0,CL3
1521,18-24,Male,Left school at 18 years ,USA,White,51.0,23.0,54.0,46.0,31.0,0.52975,0.40148,CL2,CL2,CL0,CL2,CL6,CL6,CL5,CL0,CL0,CL2,CL0,CL0,CL3,CL2,CL2,CL3,CL6,CL0,CL2
1522,18-24,Male,Left school at 16 years ,Australia,White,44.0,48.0,48.0,35.0,35.0,0.88113,1.92173,CL6,CL4,CL0,CL0,CL6,CL4,CL3,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL0,CL6,CL0,CL0
1523,18-24,Male,Left school at 18 years ,USA,White,41.0,48.0,54.0,40.0,38.0,1.86203,0.7654,CL5,CL3,CL0,CL3,CL6,CL5,CL5,CL2,CL0,CL0,CL0,CL0,CL4,CL0,CL3,CL4,CL3,CL0,CL0
1524,18-24,Male,"Some college or university, no certificate or degree",USA,White,45.0,40.0,53.0,35.0,30.0,1.29221,0.40148,CL6,CL3,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL2,CL3,CL6,CL0,CL3
1525,18-24,Female,University degree,UK,White,20.0,52.0,50.0,33.0,43.0,1.29221,1.92173,CL6,CL0,CL2,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1526,18-24,Male,"Some college or university, no certificate or degree",USA,White,22.0,46.0,56.0,43.0,41.0,1.29221,0.7654,CL5,CL6,CL2,CL5,CL6,CL6,CL6,CL4,CL3,CL4,CL0,CL3,CL5,CL4,CL0,CL3,CL6,CL0,CL4
1527,18-24,Male,Left school before 16 years,New Zealand,White,25.0,33.0,53.0,51.0,38.0,0.88113,1.2247,CL3,CL0,CL0,CL2,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL5,CL2,CL0,CL1
1528,25-34,Female,University degree,USA,Other,34.0,46.0,54.0,48.0,40.0,-0.21712,0.07987,CL5,CL6,CL4,CL4,CL6,CL6,CL6,CL3,CL0,CL2,CL0,CL0,CL6,CL3,CL0,CL3,CL6,CL0,CL0
1529,18-24,Male,"Some college or university, no certificate or degree",USA,White,46.0,27.0,50.0,42.0,22.0,0.88113,-0.21575,CL5,CL3,CL0,CL3,CL5,CL4,CL4,CL3,CL3,CL4,CL2,CL0,CL4,CL3,CL3,CL3,CL6,CL0,CL2
1530,18-24,Male,"Some college or university, no certificate or degree",USA,Other,27.0,48.0,43.0,39.0,42.0,0.88113,1.2247,CL5,CL0,CL0,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
1531,25-34,Male,Left school at 18 years ,Australia,White,36.0,42.0,39.0,45.0,37.0,-0.71126,0.7654,CL6,CL5,CL4,CL3,CL5,CL5,CL6,CL3,CL0,CL4,CL0,CL2,CL3,CL2,CL6,CL0,CL5,CL0,CL0
1532,35-44,Female,"Some college or university, no certificate or degree",Republic of Ireland,White,39.0,40.0,40.0,39.0,38.0,-0.71126,0.07987,CL5,CL3,CL2,CL0,CL6,CL4,CL5,CL3,CL0,CL4,CL0,CL3,CL3,CL1,CL0,CL1,CL5,CL0,CL1
1533,18-24,Female,"Some college or university, no certificate or degree",USA,Other,31.0,45.0,48.0,55.0,53.0,-1.37983,-0.21575,CL5,CL6,CL0,CL4,CL6,CL3,CL6,CL4,CL0,CL4,CL0,CL4,CL3,CL2,CL0,CL3,CL4,CL4,CL3
1534,18-24,Female,"Some college or university, no certificate or degree",USA,White,37.0,33.0,38.0,46.0,33.0,-0.71126,0.7654,CL5,CL0,CL0,CL0,CL6,CL5,CL4,CL3,CL0,CL3,CL0,CL0,CL5,CL4,CL0,CL3,CL4,CL0,CL0
1535,18-24,Female,"Some college or university, no certificate or degree",USA,Other,36.0,51.0,42.0,40.0,55.0,0.88113,1.92173,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1536,18-24,Male,"Some college or university, no certificate or degree",USA,White,47.0,35.0,52.0,49.0,35.0,1.29221,0.7654,CL6,CL3,CL3,CL4,CL6,CL5,CL4,CL3,CL3,CL3,CL3,CL3,CL4,CL3,CL3,CL4,CL6,CL0,CL2
1537,18-24,Female,"Some college or university, no certificate or degree",USA,White,42.0,39.0,57.0,52.0,43.0,0.88113,-0.84637,CL6,CL0,CL0,CL0,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL2,CL3,CL4,CL0,CL3,CL6,CL0,CL0
1538,18-24,Male,"Some college or university, no certificate or degree",USA,White,22.0,48.0,39.0,46.0,48.0,0.19268,1.92173,CL6,CL6,CL0,CL0,CL6,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL4,CL3,CL0,CL4,CL6,CL0,CL0
1539,25-34,Male,"Some college or university, no certificate or degree",USA,White,44.0,18.0,48.0,34.0,26.0,0.88113,0.7654,CL6,CL3,CL0,CL4,CL4,CL6,CL5,CL2,CL2,CL2,CL5,CL2,CL6,CL3,CL3,CL4,CL3,CL0,CL2
1540,18-24,Male,"Some college or university, no certificate or degree",UK,White,34.0,37.0,41.0,38.0,29.0,1.29221,0.7654,CL4,CL2,CL0,CL0,CL5,CL4,CL6,CL2,CL0,CL2,CL0,CL3,CL5,CL0,CL0,CL2,CL2,CL0,CL0
1541,18-24,Male,"Some college or university, no certificate or degree",USA,White,44.0,45.0,52.0,47.0,36.0,0.19268,0.07987,CL4,CL4,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
1542,18-24,Female,"Some college or university, no certificate or degree",USA,White,46.0,33.0,52.0,44.0,41.0,-0.71126,0.40148,CL3,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1543,18-24,Male,Left school at 18 years ,USA,Other,33.0,26.0,48.0,39.0,33.0,0.52975,0.40148,CL3,CL0,CL0,CL0,CL6,CL4,CL4,CL0,CL0,CL4,CL0,CL0,CL3,CL4,CL0,CL3,CL2,CL0,CL0
1544,18-24,Female,"Some college or university, no certificate or degree",USA,White,50.0,41.0,52.0,43.0,46.0,0.52975,0.7654,CL3,CL3,CL0,CL2,CL5,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL3,CL0,CL0,CL0
1545,25-34,Male,University degree,UK,White,25.0,36.0,34.0,45.0,50.0,-1.37983,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1546,25-34,Female,Masters degree,UK,White,29.0,33.0,50.0,45.0,50.0,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1547,25-34,Female,Professional certificate/ diploma,UK,White,31.0,40.0,38.0,45.0,42.0,0.19268,-0.52593,CL6,CL2,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1548,55-64,Female,Professional certificate/ diploma,UK,White,40.0,29.0,33.0,37.0,39.0,-1.37983,-2.07848,CL3,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1549,45-54,Female,"Some college or university, no certificate or degree",UK,White,34.0,33.0,37.0,39.0,45.0,-0.21712,0.07987,CL6,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
1550,45-54,Female,Professional certificate/ diploma,UK,White,30.0,36.0,37.0,49.0,48.0,-1.37983,-2.07848,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1551,18-24,Male,"Some college or university, no certificate or degree",UK,White,35.0,22.0,40.0,31.0,39.0,1.29221,-0.21575,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL2
1552,25-34,Male,Masters degree,UK,White,22.0,47.0,46.0,43.0,51.0,0.19268,0.07987,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL4,CL0,CL0
1553,18-24,Female,Masters degree,UK,White,39.0,45.0,39.0,45.0,44.0,-0.21712,0.40148,CL6,CL0,CL0,CL3,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1554,25-34,Female,"Some college or university, no certificate or degree",UK,White,24.0,50.0,42.0,53.0,49.0,0.19268,-0.21575,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1555,55-64,Female,University degree,UK,White,20.0,50.0,49.0,48.0,52.0,0.19268,-0.52593,CL4,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1556,18-24,Female,University degree,UK,Mixed-White/Black,27.0,39.0,40.0,38.0,50.0,-0.71126,-0.21575,CL5,CL0,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1557,25-34,Female,Masters degree,UK,Asian,43.0,41.0,41.0,37.0,49.0,-1.37983,-0.84637,CL4,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1558,35-44,Female,University degree,UK,White,42.0,29.0,44.0,45.0,41.0,-0.71126,-2.07848,CL1,CL1,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1559,45-54,Female,Left school before 16 years,UK,White,38.0,38.0,37.0,39.0,40.0,-0.21712,-0.52593,CL1,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1560,35-44,Male,Professional certificate/ diploma,UK,White,43.0,29.0,40.0,42.0,33.0,0.88113,0.07987,CL4,CL2,CL1,CL1,CL6,CL3,CL6,CL1,CL0,CL3,CL0,CL1,CL0,CL1,CL0,CL1,CL1,CL0,CL0
1561,35-44,Female,University degree,UK,White,35.0,51.0,26.0,38.0,56.0,-1.37983,-1.54858,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1562,45-54,Female,Professional certificate/ diploma,UK,White,31.0,38.0,36.0,52.0,54.0,-0.71126,-0.52593,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1563,35-44,Female,Professional certificate/ diploma,UK,White,44.0,45.0,48.0,51.0,44.0,-1.37983,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1564,45-54,Female,Professional certificate/ diploma,UK,White,57.0,20.0,44.0,37.0,36.0,-0.71126,-1.54858,CL4,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1565,35-44,Male,Masters degree,UK,White,22.0,45.0,54.0,54.0,42.0,0.19268,-0.21575,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1566,25-34,Male,University degree,UK,White,35.0,43.0,38.0,38.0,40.0,-1.37983,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1567,25-34,Female,Masters degree,UK,White,26.0,48.0,43.0,42.0,42.0,0.88113,-0.84637,CL5,CL0,CL3,CL0,CL5,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1568,45-54,Male,Professional certificate/ diploma,UK,White,28.0,37.0,46.0,54.0,47.0,-0.71126,-0.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1569,18-24,Female,"Some college or university, no certificate or degree",UK,White,30.0,38.0,40.0,47.0,46.0,-0.71126,-1.54858,CL3,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1570,25-34,Female,Masters degree,UK,White,39.0,40.0,44.0,47.0,45.0,0.19268,0.7654,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1571,45-54,Female,Professional certificate/ diploma,UK,White,46.0,42.0,51.0,53.0,38.0,0.88113,-0.84637,CL3,CL0,CL0,CL3,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1572,35-44,Female,University degree,UK,White,35.0,46.0,38.0,49.0,52.0,-1.37983,-2.07848,CL3,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1573,35-44,Female,"Some college or university, no certificate or degree",UK,White,33.0,41.0,33.0,40.0,45.0,-1.37983,-0.52593,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1574,25-34,Female,Masters degree,UK,White,33.0,45.0,42.0,52.0,48.0,0.19268,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1575,45-54,Female,University degree,UK,White,26.0,39.0,38.0,40.0,46.0,-1.37983,-0.84637,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1576,45-54,Female,Masters degree,UK,White,40.0,37.0,55.0,51.0,47.0,-0.21712,-0.52593,CL4,CL0,CL0,CL2,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1577,35-44,Female,Left school at 16 years ,UK,White,31.0,41.0,43.0,51.0,46.0,-1.37983,-0.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1578,45-54,Female,Professional certificate/ diploma,UK,White,42.0,29.0,29.0,37.0,43.0,-1.37983,-2.07848,CL5,CL0,CL0,CL2,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1579,35-44,Female,Masters degree,UK,White,33.0,39.0,37.0,46.0,51.0,-0.21712,-0.84637,CL4,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1580,35-44,Male,Professional certificate/ diploma,UK,White,39.0,31.0,46.0,48.0,43.0,-0.71126,-0.84637,CL6,CL0,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1581,35-44,Female,Masters degree,UK,White,43.0,54.0,47.0,54.0,43.0,0.19268,0.7654,CL5,CL0,CL0,CL0,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1582,25-34,Female,University degree,UK,White,37.0,47.0,47.0,42.0,46.0,0.88113,0.40148,CL6,CL1,CL2,CL3,CL6,CL2,CL6,CL4,CL2,CL3,CL0,CL1,CL3,CL0,CL0,CL2,CL3,CL0,CL0
1583,35-44,Female,University degree,UK,White,36.0,39.0,52.0,41.0,46.0,0.19268,-0.84637,CL5,CL1,CL1,CL3,CL6,CL3,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL1,CL1,CL1,CL0,CL0
1584,35-44,Female,Professional certificate/ diploma,UK,White,32.0,45.0,34.0,39.0,45.0,-0.21712,-0.21575,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1585,35-44,Male,Left school at 16 years ,UK,White,24.0,53.0,42.0,39.0,43.0,-0.21712,-0.21575,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1586,35-44,Male,Professional certificate/ diploma,UK,White,19.0,49.0,46.0,45.0,48.0,0.52975,0.07987,CL4,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1587,35-44,Female,University degree,UK,White,44.0,35.0,40.0,52.0,49.0,-0.21712,0.40148,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1588,45-54,Female,Professional certificate/ diploma,UK,White,19.0,45.0,39.0,58.0,49.0,-1.37983,-2.07848,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1589,45-54,Female,University degree,UK,White,28.0,52.0,43.0,50.0,45.0,0.88113,1.92173,CL5,CL0,CL1,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
1590,35-44,Female,Doctorate degree,UK,White,36.0,45.0,48.0,43.0,41.0,-0.21712,-0.52593,CL5,CL1,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1591,25-34,Female,University degree,UK,White,33.0,47.0,43.0,42.0,45.0,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1592,25-34,Female,University degree,UK,White,30.0,51.0,52.0,43.0,40.0,1.29221,0.7654,CL5,CL0,CL1,CL0,CL5,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
1593,55-64,Female,"Some college or university, no certificate or degree",UK,White,35.0,44.0,47.0,46.0,45.0,-0.21712,-1.54858,CL5,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1594,35-44,Female,University degree,UK,White,29.0,42.0,39.0,47.0,43.0,-0.71126,-0.84637,CL5,CL0,CL1,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1595,25-34,Female,Masters degree,UK,White,28.0,48.0,33.0,44.0,47.0,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1596,25-34,Female,Professional certificate/ diploma,UK,White,25.0,47.0,36.0,45.0,42.0,-0.71126,-0.84637,CL4,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1597,25-34,Female,Professional certificate/ diploma,UK,White,29.0,46.0,38.0,42.0,46.0,0.19268,-0.21575,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1598,25-34,Male,Masters degree,UK,White,37.0,44.0,47.0,37.0,52.0,-0.71126,-1.54858,CL4,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1599,55-64,Female,Masters degree,UK,White,39.0,43.0,53.0,41.0,36.0,0.52975,0.7654,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1600,25-34,Female,University degree,UK,White,35.0,56.0,57.0,49.0,35.0,1.86203,1.2247,CL4,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1601,45-54,Male,Left school at 16 years ,UK,White,32.0,52.0,46.0,48.0,50.0,-1.37983,-0.84637,CL5,CL0,CL2,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1602,25-34,Female,University degree,UK,Asian,33.0,53.0,30.0,37.0,41.0,1.29221,-0.21575,CL0,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1603,35-44,Female,Professional certificate/ diploma,UK,White,22.0,49.0,49.0,46.0,46.0,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL2,CL0,CL0
1604,35-44,Female,Masters degree,UK,White,28.0,42.0,46.0,42.0,49.0,-0.21712,-0.21575,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1605,25-34,Male,"Some college or university, no certificate or degree",USA,White,33.0,32.0,59.0,37.0,37.0,1.29221,0.7654,CL3,CL5,CL5,CL5,CL5,CL3,CL4,CL3,CL3,CL5,CL2,CL0,CL6,CL3,CL2,CL3,CL6,CL0,CL1
